Train_No,Route_Number,Start_Station,End_Station,Total_Distance,Number_of_Stops,Total_Duration_Minutes
12216,1,BDTS,DEE,1429,18,1410.0
12217,1,KCVL,CDG,3086,22,3265.0
12218,1,CDG,KCVL,3084,22,3195.0
12219,1,LTT,SC,774,4,720.0
12220,1,SC,LTT,774,4,720.0
12221,1,PUNE,HWH,2026,8,1705.0
12222,1,HWH,PUNE,2033,8,1645.0
12223,1,LTT,ERS,1301,6,1260.0
12224,1,ERS,LTT,1306,6,1245.0
12225,1,AMH,DLI,795,15,880.0
12226,1,DLI,AMH,796,15,855.0
12227,1,BCT,INDB,831,5,710.0
12228,1,INDB,BCT,831,5,760.0
12229,1,LKO,NDLS,492,9,535.0
12230,1,NDLS,LKO,492,9,520.0
12231,1,LKO,CDG,644,16,700.0
12232,1,CDG,LKO,644,16,700.0
12235,1,DBRG,NDLS,2446,26,2620.0
12236,1,NDLS,DBRG,2448,26,2690.0
12237,1,BSB,JAT,1253,13,1355.0
12238,1,JAT,BSB,1253,13,1360.0
12239,1,BCT,JP,1157,5,920.0
12240,1,JP,BCT,1158,5,990.0
12241,1,CDG,ASR,247,6,255.0
12242,1,ASR,CDG,247,6,240.0
12243,1,MAS,CBE,491,6,420.0
12244,1,CBE,MAS,493,6,410.0
12245,1,HWH,YPR,1957,6,1745.0
12246,1,YPR,HWH,1959,6,1755.0
12247,1,BDTS,NZM,1355,7,1025.0
12248,1,NZM,BDTS,1358,7,1065.0
12249,1,HWH,ANVT,1425,7,1000.0
12250,1,ANVT,HWH,1426,7,1010.0
12251,1,YPR,KRBA,1611,25,1730.0
12252,1,KRBA,YPR,1605,26,1770.0
12253,1,YPR,BGP,2478,29,2580.0
12254,1,BGP,YPR,2477,29,2615.0
12257,1,YPR,KCVL,798,19,960.0
12258,1,KCVL,YPR,797,19,990.0
12259,1,SDAH,NDLS,1448,5,1020.0
12260,1,NDLS,SDAH,1449,5,1015.0
12261,1,CSMT,HWH,1972,7,1585.0
12262,1,HWH,CSMT,1979,7,1570.0
12263,1,PUNE,NZM,1498,7,1185.0
12264,1,NZM,PUNE,1501,7,1215.0
12265,1,DEE,JAT,577,3,550.0
12266,1,JAT,DEE,577,3,540.0
12267,1,BCT,ADI,490,2,390.0
12268,1,ADI,BCT,490,2,380.0
12269,1,MAS,NZM,2156,7,1675.0
12270,1,NZM,MAS,2155,7,1705.0
12273,1,HWH,NDLS,1516,6,1310.0
12274,1,NDLS,HWH,1517,6,1305.0
12275,1,ALD,NDLS,629,2,465.0
12276,1,NDLS,ALD,629,2,455.0
12277,1,HWH,PURI,504,8,450.0
12278,1,PURI,HWH,503,8,475.0
12279,1,JHS,NZM,385,11,405.0
12280,1,NZM,JHS,388,11,430.0
12281,1,BBS,NDLS,1714,6,1345.0
12282,1,NDLS,BBS,1717,6,1310.0
12283,1,ERS,NZM,2636,11,2650.0
12284,1,NZM,ERS,2634,11,2525.0
12285,1,SC,NZM,1651,6,1285.0
12286,1,NZM,SC,1652,6,1335.0
12289,1,CSMT,NGP,841,4,665.0
12290,1,NGP,CSMT,841,4,685.0
12291,1,YPR,MAS,364,7,390.0
12292,1,MAS,YPR,363,7,390.0
12293,1,LTT,ALD,1353,5,1150.0
12294,1,ALD,LTT,1352,5,1165.0
12295,1,SBC,DNR,2703,36,2885.0
12296,1,DNR,SBC,2697,37,2890.0
12297,1,ADI,PUNE,623,4,520.0
12298,1,PUNE,ADI,622,4,525.0
12301,1,HWH,NDLS,1438,8,1025.0
12302,1,NDLS,HWH,1439,8,1015.0
12303,1,HWH,NDLS,1516,25,1320.0
12304,1,NDLS,HWH,1517,25,1400.0
12305,1,HWH,NDLS,1516,9,1195.0
12306,1,NDLS,HWH,1517,9,1160.0
12307,1,HWH,JU,1803,28,1870.0
12308,1,JU,HWH,1805,28,1890.0
12309,1,RJPB,NDLS,987,6,760.0
12310,1,NDLS,RJPB,987,6,735.0
12311,1,HWH,KLK,1699,39,1970.0
12312,1,KLK,HWH,1700,40,1920.0
12313,1,SDAH,NDLS,1448,8,1055.0
12314,1,NDLS,SDAH,1449,8,1065.0
12315,1,KOAA,UDZ,2119,23,2255.0
12316,1,UDZ,KOAA,2120,23,2330.0
12317,1,KOAA,ASR,1884,23,2020.0
12318,1,ASR,KOAA,1885,23,2000.0
12319,1,KOAA,AGC,1416,12,1370.0
12320,1,AGC,KOAA,1417,11,1460.0
12321,1,HWH,CSMT,2165,48,2245.0
12322,1,CSMT,HWH,2167,49,2295.0
12323,1,HWH,ANVT,1425,9,1335.0
12324,1,ANVT,HWH,1426,9,1375.0
12325,1,KOAA,NLDM,1792,18,1940.0
12326,1,NLDM,KOAA,1793,18,1940.0
12327,1,HWH,DDN,1577,20,1750.0
12328,1,DDN,HWH,1577,20,1745.0
12329,1,SDAH,ANVT,1435,8,1360.0
12330,1,ANVT,SDAH,1436,8,1335.0
12331,1,HWH,JAT,2010,32,2200.0
12332,1,JAT,HWH,2011,32,2205.0
12333,1,HWH,ALY,878,31,960.0
12334,1,ALY,HWH,879,31,950.0
12335,1,BGP,LTT,1917,39,2100.0
12336,1,LTT,BGP,1918,38,2065.0
12337,1,HWH,BHP,146,4,135.0
12338,1,BHP,HWH,146,4,150.0
12339,1,HWH,DHN,258,13,260.0
12340,1,DHN,HWH,259,13,270.0
12341,1,HWH,ASN,199,7,195.0
12342,1,ASN,HWH,200,7,195.0
12343,1,SDAH,NJP,571,6,595.0
12344,1,NJP,SDAH,571,6,600.0
12345,1,HWH,GHY,1023,13,1080.0
12346,1,GHY,HWH,1023,13,1000.0
12347,1,HWH,RPH,206,9,220.0
12348,1,RPH,HWH,206,9,220.0
12349,1,BGP,NDLS,1206,13,1170.0
12350,1,NDLS,BGP,1206,13,1215.0
12351,1,HWH,RJPB,528,23,580.0
12352,1,RJPB,HWH,529,23,565.0
12353,1,HWH,LKU,1299,18,1385.0
12354,1,LKU,HWH,1300,18,1415.0
12355,1,RJPB,JAT,1506,19,1650.0
12356,1,JAT,RJPB,1506,19,1615.0
12357,1,KOAA,ASR,1807,15,1750.0
12358,1,ASR,KOAA,1807,15,1780.0
12359,1,KOAA,PNBE,534,13,565.0
12360,1,PNBE,KOAA,534,13,550.0
12361,1,ASN,CSMT,2043,21,2070.0
12362,1,CSMT,ASN,2044,21,2170.0
12363,1,KOAA,HDB,621,11,675.0
12364,1,HDB,KOAA,620,11,670.0
12365,1,PNBE,RNC,410,12,475.0
12366,1,RNC,PNBE,407,12,470.0
12367,1,BGP,ANVT,1193,21,1245.0
12368,1,ANVT,BGP,1193,21,1305.0
12369,1,HWH,HW,1525,20,1660.0
12370,1,HW,HWH,1526,20,1645.0
12371,1,HWH,JSM,2245,29,2370.0
12372,1,JSM,HWH,2246,29,2360.0
12373,1,SDAH,RPH,217,7,220.0
12374,1,RPH,SDAH,216,7,220.0
12375,1,MAS,ASN,1729,27,1875.0
12376,1,ASN,MAS,1727,27,1845.0
12377,1,SDAH,NOQ,718,10,775.0
12378,1,NOQ,SDAH,718,10,780.0
12379,1,SDAH,ASR,1889,15,1835.0
12380,1,ASR,SDAH,1890,15,1830.0
12381,1,HWH,NDLS,1438,22,1310.0
12382,1,NDLS,HWH,1439,22,1400.0
12383,1,SDAH,ASN,221,9,235.0
12384,1,ASN,SDAH,222,9,235.0
12389,1,GAYA,MS,2348,17,2340.0
12390,1,MS,GAYA,2353,17,2320.0
12391,1,RGD,NDLS,1092,33,1270.0
12392,1,NDLS,RGD,1092,33,1260.0
12393,1,RJPB,NDLS,987,5,855.0
12394,1,NDLS,RJPB,987,5,850.0
12395,1,RJPB,AII,1287,15,1225.0
12396,1,AII,RJPB,1287,15,1390.0
12397,1,GAYA,NDLS,981,15,855.0
12398,1,NDLS,GAYA,981,15,905.0
12401,1,IPR,NDLS,1049,28,1180.0
12402,1,NDLS,IPR,1049,28,1125.0
12405,1,BSL,NZM,1461,29,1550.0
12406,1,NZM,BSL,1464,29,1470.0
12407,1,NJP,ASR,1821,19,2000.0
12408,1,ASR,NJP,1824,19,1985.0
12409,1,RIG,NZM,1613,35,1680.0
12410,1,NZM,RIG,1608,35,1665.0
12411,1,CDG,ASR,247,9,270.0
12412,1,ASR,CDG,247,9,265.0
12413,1,AII,JAT,1016,21,1095.0
12414,1,JAT,AII,1017,22,1090.0
12415,1,INDB,DEE,815,23,855.0
12416,1,DEE,INDB,817,22,870.0
12417,1,ALD,NDLS,624,6,570.0
12418,1,NDLS,ALD,624,7,570.0
12419,1,LKO,NDLS,504,16,545.0
12420,1,NDLS,LKO,504,16,540.0
12421,1,NED,ASR,1927,23,2105.0
12422,1,ASR,NED,1929,23,1995.0
12423,1,DBRT,NDLS,2422,22,2340.0
12424,1,NDLS,DBRT,2423,22,2390.0
12425,1,NDLS,JAT,576,5,545.0
12426,1,JAT,NDLS,576,5,560.0
12427,1,REWA,ANVT,844,12,875.0
12428,1,ANVT,REWA,844,13,825.0
12431,1,TVC,NZM,2841,19,2485.0
12432,1,NZM,TVC,2840,19,2520.0
12433,1,MAS,NZM,2156,10,1695.0
12434,1,NZM,MAS,2155,10,1700.0
12435,1,DBRT,NDLS,2452,26,2625.0
12436,1,NDLS,DBRT,2454,26,2760.0
12437,1,SC,NZM,1651,7,1300.0
12438,1,NZM,SC,1652,7,1325.0
12439,1,RNC,NDLS,1297,8,1015.0
12440,1,NDLS,RNC,1300,8,1020.0
12441,1,BSP,NDLS,1487,10,1255.0
12442,1,NDLS,BSP,1483,10,1215.0
12443,1,HLZ,ANVT,1572,14,1640.0
12444,1,ANVT,HLZ,1572,14,1520.0
12445,1,NDLS,SVDK,654,11,710.0
12446,1,SVDK,NDLS,654,11,705.0
12447,1,MKP,NZM,676,12,740.0
12448,1,NZM,MKP,679,12,745.0
12449,1,MAO,CDG,2159,14,2185.0
12450,1,CDG,MAO,2157,14,2200.0
12451,1,CNB,NDLS,430,3,410.0
12452,1,NDLS,CNB,430,3,395.0
12453,1,RNC,NDLS,1333,7,1060.0
12454,1,NDLS,RNC,1336,7,1110.0
12455,1,DEE,BKN,790,21,870.0
12456,1,BKN,DEE,790,21,875.0
12457,1,DEE,BKN,455,14,465.0
12458,1,BKN,DEE,455,14,460.0
12459,1,NDLS,ASR,447,15,485.0
12460,1,ASR,NDLS,447,17,480.0
12461,1,DLI,JU,618,18,645.0
12462,1,JU,DLI,619,16,655.0
12463,1,DEE,JU,614,8,610.0
12464,1,JU,DEE,615,8,640.0
12465,1,INDB,JU,905,29,975.0
12466,1,JU,INDB,906,29,995.0
12467,1,JSM,JP,700,22,760.0
12468,1,JP,JSM,699,22,755.0
12469,1,CNB,JAT,1025,14,1110.0
12470,1,JAT,CNB,1025,14,1120.0
12471,1,BDTS,SVDK,2017,26,1995.0
12472,1,SVDK,BDTS,2019,26,1975.0
12473,1,ADI,SVDK,1736,24,1780.0
12474,1,SVDK,ADI,1739,25,1745.0
12475,1,HAPA,SVDK,2055,31,2140.0
12476,1,SVDK,HAPA,2058,31,2140.0
12477,1,JAM,SVDK,2064,31,2155.0
12478,1,SVDK,JAM,2066,31,2150.0
12479,1,JU,BDTS,934,17,1010.0
12480,1,BDTS,JU,932,17,1020.0
12481,1,DLI,SGNR,409,15,450.0
12482,1,SGNR,DLI,409,15,460.0
12483,1,KCVL,ASR,3290,27,3505.0
12484,1,ASR,KCVL,3288,27,3440.0
12485,1,NED,SGNR,1937,27,2130.0
12486,1,SGNR,NED,1940,27,1980.0
12487,1,JBN,ANVT,1364,19,1500.0
12488,1,ANVT,JBN,1364,19,1495.0
12489,1,BKN,DDR,1244,22,1340.0
12490,1,DDR,BKN,1244,22,1355.0
12491,1,BJU,JAT,1609,22,1850.0
12492,1,JAT,BJU,1612,22,1800.0
12493,1,PUNE,NZM,1498,10,1460.0
12494,1,NZM,PUNE,1501,10,1430.0
12495,1,BKN,KOAA,1878,20,1915.0
12496,1,KOAA,BKN,1876,20,1860.0
12497,1,NDLS,ASR,447,14,460.0
12498,1,ASR,NDLS,447,15,460.0
12501,1,GHY,NDLS,1914,10,1845.0
12502,1,NDLS,GHY,1914,10,1980.0
12503,1,BNC,KYQ,3032,23,3075.0
12504,1,KYQ,BNC,3032,23,2945.0
12505,1,GHY,ANVT,1850,30,2015.0
12506,1,ANVT,GHY,1850,29,2045.0
12507,1,TVC,SCL,3932,58,4445.0
12508,1,SCL,TVC,3930,56,4485.0
12509,1,BNC,GHY,2992,42,3260.0
12510,1,GHY,BNC,2993,41,3200.0
12511,1,GKP,TVC,3239,61,3520.0
12512,1,TVC,GKP,3245,60,3425.0
12513,1,SC,GHY,2564,31,2790.0
12514,1,GHY,SC,2567,30,2740.0
12515,1,TVC,SCL,3932,57,4595.0
12516,1,SCL,TVC,3930,56,4485.0
12517,1,KOAA,GHY,1027,14,1095.0
12518,1,GHY,KOAA,1027,14,1080.0
12519,1,LTT,KYQ,2568,28,2675.0
12520,1,KYQ,LTT,2567,28,2670.0
12521,1,BJU,ERS,3427,63,3720.0
12522,1,ERS,BJU,3435,62,3635.0
12523,1,NJP,NDLS,1496,18,1675.0
12524,1,NDLS,NJP,1499,18,1650.0
12525,1,KOAA,DBRG,1584,23,1725.0
12526,1,DBRG,KOAA,1583,23,1720.0
12527,1,RMR,CDG,395,11,475.0
12529,1,PPTA,LJN,518,10,645.0
12530,1,LJN,PPTA,522,10,590.0
12531,1,GKP,LJN,277,12,300.0
12532,1,LJN,GKP,278,12,300.0
12533,1,LJN,CSMT,1424,16,1445.0
12534,1,CSMT,LJN,1423,15,1455.0
12535,1,LJN,R,903,13,1025.0
12536,1,R,LJN,905,12,1005.0
12537,1,MFP,MUV,543,15,590.0
12538,1,MUV,MFP,543,15,615.0
12539,1,YPR,LKO,2548,18,2760.0
12540,1,LKO,YPR,2541,18,2680.0
12541,1,GKP,LTT,1685,16,1810.0
12542,1,LTT,GKP,1686,16,1790.0
12545,1,RXL,LTT,2045,21,2235.0
12546,1,LTT,RXL,2045,21,2245.0
12547,1,AF,ADI,866,12,925.0
12548,1,ADI,AF,864,12,925.0
12549,1,DURG,JAT,1847,18,1990.0
12550,1,JAT,DURG,1858,18,2000.0
12551,1,YPR,KYQ,3024,29,3210.0
12552,1,KYQ,YPR,3024,29,3145.0
12553,1,BJU,NDLS,1167,21,1275.0
12554,1,NDLS,BJU,1170,21,1285.0
12555,1,GKP,HSR,952,15,1045.0
12556,1,HSR,GKP,953,15,1045.0
12557,1,MFP,ANVT,1057,16,1155.0
12558,1,ANVT,MFP,1059,16,1175.0
12559,1,MUV,NDLS,745,4,750.0
12560,1,NDLS,MUV,745,4,725.0
12561,1,JYG,NDLS,1223,22,1350.0
12562,1,NDLS,JYG,1224,21,1355.0
12565,1,DBG,NDLS,1153,11,1255.0
12566,1,NDLS,DBG,1156,11,1260.0
12567,1,SHC,PNBE,219,9,240.0
12568,1,PNBE,SHC,219,9,240.0
12569,1,JYG,ANVT,1238,23,1220.0
12570,1,ANVT,JYG,1238,23,1240.0
12572,1,ANVT,GKP,829,9,800.0
12577,1,DBG,MYS,3045,41,3330.0
12578,1,MYS,DBG,3051,40,3305.0
12581,1,MUV,NDLS,745,6,830.0
12582,1,NDLS,MUV,745,6,755.0
12587,1,GKP,JAT,1246,18,1335.0
12588,1,JAT,GKP,1247,18,1305.0
12589,1,GKP,SC,1833,31,1955.0
12590,1,SC,GKP,1836,31,1920.0
12591,1,GKP,YPR,2513,40,2745.0
12592,1,YPR,GKP,2504,40,2745.0
12593,1,LJN,BPL,581,6,650.0
12594,1,BPL,LJN,581,6,660.0
12595,1,GKP,ANVT,760,6,770.0
12596,1,ANVT,GKP,761,6,710.0
12597,1,GKP,CSMT,1693,13,1665.0
12598,1,CSMT,GKP,1694,13,1695.0
12601,1,MAS,MAQ,883,31,965.0
12602,1,MAQ,MAS,885,33,975.0
12603,1,MAS,HYB,715,22,780.0
12604,1,HYB,MAS,716,21,785.0
12605,1,MS,KKDI,425,13,435.0
12606,1,KKDI,MS,425,13,425.0
12607,1,MAS,SBC,360,12,360.0
12608,1,SBC,MAS,361,13,345.0
12609,1,MAS,SBC,360,19,390.0
12610,1,SBC,MAS,361,19,390.0
12611,1,MAS,NZM,2156,11,1695.0
12612,1,NZM,MAS,2155,11,1700.0
12613,1,MYS,SBC,138,4,150.0
12614,1,SBC,MYS,138,4,150.0
12615,1,MAS,DEE,2169,41,2155.0
12616,1,DEE,MAS,2168,40,2190.0
12617,1,ERS,NZM,2751,48,2880.0
12618,1,NZM,ERS,2748,48,2940.0
12619,1,LTT,MAQ,893,24,970.0
12620,1,MAQ,LTT,899,22,960.0
12621,1,MAS,NDLS,2163,12,1985.0
12622,1,NDLS,MAS,2163,11,1960.0
12623,1,MAS,TVC,913,21,960.0
12624,1,TVC,MAS,916,22,1000.0
12625,1,TVC,NDLS,3013,43,3030.0
12626,1,NDLS,TVC,3010,42,3080.0
12627,1,SBC,NDLS,2386,36,2350.0
12628,1,NDLS,SBC,2389,35,2425.0
12629,1,YPR,NZM,2595,14,2835.0
12630,1,NZM,YPR,2595,14,2735.0
12631,1,MS,TEN,649,15,660.0
12632,1,TEN,MS,649,16,670.0
12633,1,MS,CAPE,738,17,780.0
12634,1,CAPE,MS,737,18,785.0
12635,1,MS,MDU,492,10,460.0
12636,1,MDU,MS,492,11,455.0
12637,1,MS,MDU,492,11,495.0
12638,1,MDU,MS,492,12,500.0
12639,1,MAS,SBC,360,12,370.0
12640,1,SBC,MAS,361,13,365.0
12641,1,CAPE,NZM,2899,25,2805.0
12642,1,NZM,CAPE,2898,26,2975.0
12643,1,TVC,NZM,2991,32,3055.0
12644,1,NZM,TVC,2988,31,3195.0
12645,1,ERS,NZM,2786,29,2770.0
12646,1,NZM,ERS,2782,28,2885.0
12647,1,CBE,NZM,2650,28,2830.0
12648,1,NZM,CBE,2651,28,2920.0
12649,1,YPR,NZM,2257,9,2115.0
12650,1,NZM,YPR,2258,9,2230.0
12651,1,MDU,NZM,2653,15,2490.0
12652,1,NZM,MDU,2652,15,2655.0
12653,1,MS,TPJ,336,14,345.0
12654,1,TPJ,MS,335,15,360.0
12655,1,ADI,MAS,1893,41,1950.0
12656,1,MAS,ADI,1895,42,1970.0
12657,1,MAS,SBC,360,8,355.0
12658,1,SBC,MAS,361,8,355.0
12659,1,NCJ,SHM,2579,44,2825.0
12660,1,SHM,NCJ,2579,44,2805.0
12661,1,MS,SCT,665,18,705.0
12662,1,SCT,MS,665,18,700.0
12663,1,HWH,TPJ,2005,24,2120.0
12664,1,TPJ,HWH,2004,24,2090.0
12665,1,HWH,CAPE,2407,32,2535.0
12666,1,CAPE,HWH,2406,32,2600.0
12667,1,MS,NCJ,722,11,795.0
12668,1,NCJ,MS,722,11,745.0
12669,1,MAS,CPR,2348,25,2525.0
12670,1,CPR,MAS,2343,24,2485.0
12671,1,MAS,MTP,526,9,550.0
12672,1,MTP,MAS,529,9,560.0
12673,1,MAS,CBE,491,8,485.0
12674,1,CBE,MAS,493,9,485.0
12675,1,MAS,CBE,491,11,455.0
12676,1,CBE,MAS,493,12,455.0
12677,1,SBC,ERS,581,14,640.0
12678,1,ERS,SBC,582,14,640.0
12679,1,MAS,CBE,491,12,465.0
12680,1,CBE,MAS,493,12,455.0
12681,1,MAS,CBE,491,7,490.0
12682,1,CBE,MAS,493,8,470.0
12683,1,ERS,SBC,617,14,675.0
12684,1,SBC,ERS,616,14,670.0
12685,1,MAS,MAQ,883,18,965.0
12686,1,MAQ,MAS,885,18,940.0
12687,1,MDU,DDN,3067,30,3190.0
12688,1,DDN,MDU,3064,31,3240.0
12689,1,MAS,NCJ,918,19,1005.0
12690,1,NCJ,MAS,920,20,1005.0
12691,1,MAS,SSPN,528,11,610.0
12692,1,SSPN,MAS,528,14,650.0
12693,1,MS,TN,652,22,665.0
12694,1,TN,MS,651,22,700.0
12695,1,MAS,TVC,914,21,970.0
12696,1,TVC,MAS,916,21,1005.0
12697,1,MAS,TVC,901,14,920.0
12698,1,TVC,MAS,903,14,965.0
12701,1,CSMT,HYB,791,16,860.0
12702,1,HYB,CSMT,793,17,850.0
12703,1,HWH,SC,1549,26,1540.0
12704,1,SC,HWH,1548,27,1550.0
12705,1,GNT,SC,391,14,410.0
12706,1,SC,GNT,390,14,405.0
12707,1,TPTY,NZM,2292,20,2180.0
12708,1,NZM,TPTY,2294,20,2305.0
12709,1,GDR,SC,651,17,650.0
12710,1,SC,GDR,650,17,620.0
12711,1,BZA,MAS,430,14,420.0
12712,1,MAS,BZA,429,14,425.0
12713,1,BZA,SC,358,9,330.0
12714,1,SC,BZA,358,9,355.0
12715,1,NED,ASR,2056,37,2090.0
12716,1,ASR,NED,2059,36,2065.0
12717,1,VSKP,BZA,350,13,380.0
12718,1,BZA,VSKP,350,13,365.0
12719,1,AII,HYB,1718,21,1850.0
12720,1,HYB,AII,1720,21,1835.0
12721,1,HYB,NZM,1662,46,1775.0
12722,1,NZM,HYB,1662,46,1800.0
12723,1,HYB,NDLS,1669,18,1600.0
12724,1,NDLS,HYB,1669,16,1570.0
12725,1,SBC,DWR,491,17,530.0
12726,1,DWR,SBC,488,17,530.0
12727,1,VSKP,HYB,718,21,770.0
12728,1,HYB,VSKP,719,21,755.0
12729,1,PUNE,NED,658,13,720.0
12730,1,NED,PUNE,658,13,720.0
12731,1,TPTY,SC,790,16,865.0
12732,1,SC,TPTY,790,16,870.0
12733,1,TPTY,SC,661,23,720.0
12734,1,SC,TPTY,661,23,720.0
12735,1,SC,YPR,686,11,710.0
12736,1,YPR,SC,686,11,735.0
12737,1,COA,SC,575,21,615.0
12738,1,SC,COA,575,21,615.0
12739,1,VSKP,SC,708,12,700.0
12740,1,SC,VSKP,708,12,670.0
12741,1,VSG,PNBE,2243,21,2465.0
12742,1,PNBE,VSG,2238,20,2575.0
12747,1,GNT,VKB,353,15,385.0
12748,1,VKB,GNT,353,15,375.0
12749,1,MTM,SC,441,19,475.0
12750,1,SC,MTM,438,19,475.0
12757,1,SC,SKZR,305,14,320.0
12758,1,SKZR,SC,305,14,320.0
12759,1,MAS,HYB,797,17,830.0
12760,1,HYB,MAS,798,17,825.0
12761,1,TPTY,KRMR,712,12,735.0
12762,1,KRMR,TPTY,710,12,775.0
12763,1,TPTY,SC,744,19,770.0
12764,1,SC,TPTY,743,19,750.0
12765,1,TPTY,AMI,1305,24,1420.0
12766,1,AMI,TPTY,1305,24,1430.0
12767,1,NED,SRC,1572,19,1680.0
12768,1,SRC,NED,1578,19,1685.0
12769,1,TPTY,SC,711,17,775.0
12770,1,SC,TPTY,711,17,775.0
12771,1,SC,NGP,587,14,615.0
12772,1,NGP,SC,586,14,625.0
12773,1,SHM,SC,1590,16,1585.0
12774,1,SC,SHM,1589,16,1645.0
12775,1,CCT,SC,598,11,645.0
12776,1,SC,CCT,598,11,640.0
12777,1,UBL,KCVL,1295,22,1425.0
12778,1,KCVL,UBL,1297,22,1430.0
12779,1,VSG,NZM,2148,29,2350.0
12780,1,NZM,VSG,2151,29,2370.0
12781,1,MYS,NZM,2602,32,2700.0
12782,1,NZM,MYS,2602,32,2825.0
12783,1,VSKP,SC,710,15,765.0
12784,1,SC,VSKP,708,15,775.0
12785,1,KCG,SBC,623,17,680.0
12786,1,SBC,KCG,623,16,680.0
12791,1,SC,DNR,1843,29,1975.0
12792,1,DNR,SC,1840,28,1995.0
12795,1,BZA,SC,314,4,320.0
12796,1,SC,BZA,314,4,315.0
12797,1,KCG,CTO,707,22,770.0
12798,1,CTO,KCG,707,24,770.0
12801,1,PURI,NDLS,1860,32,1840.0
12802,1,NDLS,PURI,1860,31,1855.0
12803,1,VSKP,NZM,2076,21,1970.0
12804,1,NZM,VSKP,2076,21,2140.0
12805,1,VSKP,SC,688,21,750.0
12806,1,SC,VSKP,689,21,750.0
12807,1,VSKP,NZM,1900,41,2060.0
12808,1,NZM,VSKP,1895,40,2015.0
12809,1,CSMT,HWH,1972,44,1995.0
12810,1,HWH,CSMT,1979,42,1985.0
12811,1,LTT,HTE,1701,18,1650.0
12812,1,HTE,LTT,1709,18,1675.0
12813,1,HWH,TATA,254,8,240.0
12814,1,TATA,HWH,253,9,245.0
12815,1,PURI,NDLS,1794,29,1810.0
12816,1,NDLS,PURI,1788,29,1780.0
12817,1,HTE,ANVT,1291,19,1395.0
12818,1,ANVT,HTE,1294,19,1260.0
12819,1,BBS,ANVT,1774,13,1740.0
12820,1,ANVT,BBS,1774,13,1755.0
12821,1,HWH,PURI,504,15,500.0
12822,1,PURI,HWH,503,16,510.0
12823,1,DURG,NZM,1255,12,1265.0
12824,1,NZM,DURG,1266,12,1305.0
12825,1,RNC,NDLS,1297,9,1270.0
12826,1,NDLS,RNC,1300,9,1320.0
12827,1,HWH,PRR,323,14,330.0
12828,1,PRR,HWH,323,15,350.0
12829,1,MAS,BBS,1222,21,1210.0
12830,1,BBS,MAS,1222,21,1255.0
12831,1,BKSC,BBS,725,12,860.0
12832,1,BBS,BKSC,722,12,795.0
12833,1,ADI,HWH,2097,63,2235.0
12834,1,HWH,ADI,2098,64,2250.0
12835,1,HTE,YPR,1891,24,2075.0
12836,1,YPR,HTE,1891,25,2075.0
12837,1,HWH,PURI,504,14,505.0
12838,1,PURI,HWH,503,14,510.0
12839,1,HWH,MAS,1664,35,1685.0
12840,1,MAS,HWH,1663,36,1695.0
12841,1,HWH,MAS,1664,15,1570.0
12842,1,MAS,HWH,1663,17,1625.0
12843,1,PURI,ADI,2148,43,2275.0
12844,1,ADI,PURI,2141,43,2295.0
12845,1,BBS,BNC,1510,21,1640.0
12846,1,BNC,BBS,1510,21,1605.0
12847,1,HWH,DGHA,185,5,190.0
12848,1,DGHA,HWH,186,5,190.0
12849,1,BSP,PUNE,1312,18,1330.0
12850,1,PUNE,BSP,1305,18,1390.0
12851,1,BSP,MAS,1412,17,1440.0
12852,1,MAS,BSP,1409,17,1385.0
12853,1,DURG,BPL,889,31,970.0
12854,1,BPL,DURG,897,31,975.0
12855,1,BSP,NGP,416,16,425.0
12856,1,NGP,BSP,405,17,430.0
12857,1,HWH,DGHA,185,8,202.0
12858,1,DGHA,HWH,186,8,205.0
12859,1,CSMT,HWH,1972,27,1830.0
12860,1,HWH,CSMT,1979,26,1890.0
12861,1,VSKP,KZJ,578,18,605.0
12862,1,KZJ,VSKP,576,19,650.0
12863,1,HWH,YPR,1959,35,2080.0
12864,1,YPR,HWH,1959,36,2090.0
12865,1,HWH,PRR,344,9,340.0
12866,1,PRR,HWH,343,9,350.0
12867,1,HWH,PDY,1922,17,2000.0
12868,1,PDY,HWH,1922,16,2050.0
12869,1,CSMT,HWH,1972,20,1945.0
12870,1,HWH,CSMT,1979,19,1960.0
12871,1,HWH,TIG,745,31,800.0
12872,1,TIG,HWH,746,31,815.0
12873,1,HTE,ANVT,1322,21,1455.0
12874,1,ANVT,HTE,1325,21,1450.0
12875,1,PURI,NDLS,1911,42,2090.0
12876,1,NDLS,PURI,1912,41,2065.0
12877,1,RNC,NDLS,1333,15,1090.0
12878,1,NDLS,RNC,1336,15,1160.0
12879,1,LTT,BBS,1790,20,1860.0
12880,1,BBS,LTT,1798,20,1825.0
12881,1,HWH,PURI,504,9,525.0
12882,1,PURI,HWH,503,9,530.0
12883,1,SRC,PRR,322,12,325.0
12884,1,PRR,HWH,330,13,340.0
12885,1,SHM,BJE,318,13,315.0
12886,1,BJE,SHM,317,13,340.0
12887,1,HWH,PURI,504,10,525.0
12888,1,PURI,HWH,503,11,530.0
12889,1,TATA,YPR,1890,26,2065.0
12890,1,YPR,TATA,1893,24,2070.0
12891,1,BGY,BBS,311,16,340.0
12892,1,BBS,BGY,311,16,340.0
12893,1,BBS,BLGR,395,16,415.0
12894,1,BLGR,BBS,395,16,430.0
12895,1,HWH,PURI,504,10,525.0
